latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-38.3984,146.6764,304.2,1.7,1.3,2020-05-05,0441,Aqua,MODIS,49,6.03,286.8,14.5,D,0
-38.383,146.6918,327.3,1.7,1.3,2020-05-05,0441,Aqua,MODIS,74,6.03,287.5,55.4,D,0
-38.3871,146.6715,330.6,1.7,1.3,2020-05-05,0441,Aqua,MODIS,87,6.03,288.1,65.6,D,0
-38.3518,146.7242,309.7,1.7,1.3,2020-05-05,0441,Aqua,MODIS,69,6.03,288.1,22.8,D,0
-38.5214,143.3685,312.2,1.2,1.1,2020-05-05,0441,Aqua,MODIS,66,6.03,289.7,13.5,D,0
-38.5238,143.3551,300.6,1.2,1.1,2020-05-05,0441,Aqua,MODIS,40,6.03,290.1,5.5,D,0
-38.3759,144.1312,325.5,1.3,1.1,2020-05-05,0441,Aqua,MODIS,84,6.03,291.1,34.3,D,0
-38.3786,144.1165,325.7,1.3,1.1,2020-05-05,0441,Aqua,MODIS,84,6.03,291.2,34.7,D,0
-38.4974,143.39,321.6,1.2,1.1,2020-05-05,0441,Aqua,MODIS,81,6.03,289.5,25.2,D,0
-38.1277,143.7346,304.7,1.2,1.1,2020-05-05,0441,Aqua,MODIS,60,6.03,290.7,8.1,D,0
-37.1367,148.6565,312.1,2.4,1.5,2020-05-05,0441,Aqua,MODIS,72,6.03,289.4,42.6,D,0
-37.1233,148.6523,327.6,2.4,1.5,2020-05-05,0441,Aqua,MODIS,85,6.03,290.8,94.6,D,0
-37.1296,148.6239,325.3,2.4,1.5,2020-05-05,0441,Aqua,MODIS,84,6.03,291.8,85.1,D,0
-38.05,143.9957,302.5,1.3,1.1,2020-05-05,0441,Aqua,MODIS,52,6.03,291.3,6.3,D,0
-37.1027,148.6165,338.9,2.4,1.5,2020-05-05,0441,Aqua,MODIS,91,6.03,292.6,152.9,D,0
-37.1092,148.5875,329.3,2.4,1.5,2020-05-05,0441,Aqua,MODIS,86,6.03,291.7,102.5,D,0
-37.0958,148.6066,338.7,2.4,1.5,2020-05-05,0441,Aqua,MODIS,91,6.03,292.9,151.8,D,0
-37.1022,148.5776,312.1,2.4,1.5,2020-05-05,0441,Aqua,MODIS,72,6.03,291.3,40.2,D,0
-36.3408,141.4636,308.2,1.1,1,2020-05-05,0442,Aqua,MODIS,65,6.03,293.6,6.6,D,0
-36.2976,142.2894,310.7,1.1,1.1,2020-05-05,0442,Aqua,MODIS,70,6.03,295.2,9.6,D,0
-35.5299,143.153,308.8,1.3,1.1,2020-05-05,0442,Aqua,MODIS,66,6.03,293.4,10,D,0
-36.4007,141.2086,312.9,1.1,1,2020-05-05,0442,Aqua,MODIS,72,6.03,295.4,9.5,D,0
-36.3481,141.4778,305.1,1.1,1,2020-05-05,0442,Aqua,MODIS,47,6.03,293.3,4.3,D,0
-36.3388,141.4755,333,1.1,1,2020-05-05,0442,Aqua,MODIS,88,6.03,295,33.8,D,0
-37.5771,141.3613,330.8,3.8,1.8,2020-05-06,0524,Aqua,MODIS,83,6.03,285.2,225.8,D,0
-37.5644,141.3609,325.3,3.8,1.8,2020-05-06,0524,Aqua,MODIS,78,6.03,284,178.9,D,0
-37.3862,142.1373,302.2,1.3,1.1,2020-05-06,1311,Terra,MODIS,48,6.03,280.8,10.7,N,0
-37.3879,142.1229,302.2,1.3,1.1,2020-05-06,1311,Terra,MODIS,47,6.03,282,10.7,N,0
-37.3772,142.1044,336.3,1,1,2020-05-07,0429,Aqua,MODIS,90,6.03,291.3,36.3,D,0
-37.3666,142.1138,312.9,1,1,2020-05-07,0429,Aqua,MODIS,69,6.03,289.2,11,D,0
-37.3962,141.8959,301.1,1,1,2020-05-07,0429,Aqua,MODIS,0,6.03,277.5,4.4,D,0
-37.1219,143.0566,301.1,1,1,2020-05-07,0429,Aqua,MODIS,45,6.03,290.1,3.7,D,0
-37.1236,143.0453,300.7,1,1,2020-05-07,0429,Aqua,MODIS,41,6.03,290.3,3.5,D,0
-37.0753,142.5567,301.9,1,1,2020-05-07,0429,Aqua,MODIS,50,6.03,291.3,4.2,D,0
-36.1012,147.4785,306.2,1.4,1.2,2020-05-07,0429,Aqua,MODIS,63,6.03,288.6,12.7,D,0
-36.1088,147.4738,311.9,1.4,1.2,2020-05-07,0429,Aqua,MODIS,72,6.03,289.4,19.5,D,0
-36.9804,141.432,302.2,1,1,2020-05-07,0429,Aqua,MODIS,51,6.03,291.8,3.5,D,0
-36.982,141.4203,308.4,1,1,2020-05-07,0429,Aqua,MODIS,67,6.03,291.5,7.5,D,0
-36.8632,140.8831,303.3,1.1,1,2020-05-07,0429,Aqua,MODIS,54,6.03,292.4,4.6,D,0
-36.6755,140.9605,324.4,1,1,2020-05-07,0429,Aqua,MODIS,83,6.03,294.7,20.5,D,0
-36.6693,140.9657,307.6,1,1,2020-05-07,0429,Aqua,MODIS,64,6.03,293.7,6.6,D,0
-35.7308,146.5303,318.3,1.3,1.1,2020-05-07,0429,Aqua,MODIS,70,6.03,282.1,25,D,0
-35.7334,146.516,318.3,1.3,1.1,2020-05-07,0429,Aqua,MODIS,62,6.03,280.5,25.3,D,0
-36.4316,141.5644,307.1,1,1,2020-05-07,0429,Aqua,MODIS,42,6.03,294.4,4.2,D,0
-36.4332,141.553,361.8,1,1,2020-05-07,0429,Aqua,MODIS,100,6.03,298,90.7,D,0
-36.4347,141.5416,313,1,1,2020-05-07,0429,Aqua,MODIS,72,6.03,295.3,9,D,0
-35.9587,143.1507,345,1,1,2020-05-07,0429,Aqua,MODIS,94,6.03,295.1,50,D,0
-35.9604,143.1395,326.2,1,1,2020-05-07,0429,Aqua,MODIS,84,6.03,294.8,21.5,D,0
-36.1074,142.1263,309.6,1,1,2020-05-07,0429,Aqua,MODIS,65,6.03,295,6.1,D,0
-36.6709,140.9539,322,1,1,2020-05-07,0429,Aqua,MODIS,81,6.03,294.3,19.5,D,0
-37.9927,143.7722,306.1,1,1,2020-05-07,0429,Aqua,MODIS,63,6.03,284.9,7.1,D,0
-38.1756,141.7644,301,1,1,2020-05-07,0429,Aqua,MODIS,43,6.03,289.9,4,D,0
-37.9301,143.325,301.6,1,1,2020-05-07,0429,Aqua,MODIS,48,6.03,289.4,4.3,D,0
-37.4836,142.9841,301.9,1,1,2020-05-07,0429,Aqua,MODIS,49,6.03,289.3,4.3,D,0
-37.4598,143.0839,301.9,1,1,2020-05-07,0429,Aqua,MODIS,50,6.03,289.3,4.2,D,0
-37.3855,143.3361,325.3,1,1,2020-05-07,0429,Aqua,MODIS,84,6.03,291.1,23.3,D,0
-37.3872,143.3248,309.4,1,1,2020-05-07,0429,Aqua,MODIS,69,6.03,290.3,8.9,D,0
-37.3922,142.1312,305.7,1,1,2020-05-07,0429,Aqua,MODIS,59,6.03,287.8,5.8,D,0
-37.3756,142.1158,379.5,1,1,2020-05-07,0429,Aqua,MODIS,100,6.03,294.8,151.8,D,0
-34.4933,142.7999,306.7,1.5,1.2,2020-05-08,0056,Terra,MODIS,54,6.03,290.4,9.6,D,0
-34.4956,142.8104,302.7,1.5,1.2,2020-05-08,0056,Terra,MODIS,37,6.03,290.7,6.1,D,0
-37.3747,142.1115,359.1,1.5,1.2,2020-05-08,0057,Terra,MODIS,75,6.03,284.3,156.8,D,0
-37.3765,142.1286,306.7,1.5,1.2,2020-05-08,0057,Terra,MODIS,48,6.03,281.9,17.2,D,0
-37.5598,143.1464,312.9,3.2,1.7,2020-05-08,0512,Aqua,MODIS,56,6.03,286.7,64.5,D,0
-37.545,143.1405,311.4,3.2,1.7,2020-05-08,0512,Aqua,MODIS,48,6.03,285.7,57.7,D,0
-37.5504,143.1383,327.1,3.2,1.7,2020-05-08,0512,Aqua,MODIS,80,6.03,287.6,143.9,D,0
-37.9401,141.1518,315.7,2.4,1.5,2020-05-08,0512,Aqua,MODIS,0,6.03,284.3,55.2,D,0
-36.3967,144.4299,303.6,1.3,1.1,2020-05-10,0045,Terra,MODIS,56,6.03,284.2,10.8,D,0
-38.1047,141.6629,312.3,2,1.4,2020-05-11,0404,Aqua,MODIS,0,6.03,282.2,31.7,D,0
-35.8277,147.7617,306.1,1,1,2020-05-11,0405,Aqua,MODIS,63,6.03,284.9,9.1,D,0
-34.5517,142.3981,302.8,1,1,2020-05-12,0032,Terra,MODIS,54,6.03,286.7,6.3,D,0
-35.2683,143.4583,301.7,1,1,2020-05-12,0032,Terra,MODIS,40,6.03,287.2,5,D,0
-37.6858,141.9284,302.6,1.2,1.1,2020-05-12,0447,Aqua,MODIS,53,6.03,287.7,7.7,D,0
-37.6834,141.9421,308,1.2,1.1,2020-05-12,0447,Aqua,MODIS,66,6.03,287.7,12.1,D,0
-36.901,142.9202,300.3,1.4,1.2,2020-05-12,0447,Aqua,MODIS,35,6.03,283.1,10.9,D,0
-37.2729,141.5835,301.2,1.2,1.1,2020-05-12,0447,Aqua,MODIS,45,6.03,287.2,6.5,D,0
-36.3946,141.1864,306.3,1.2,1.1,2020-05-12,0448,Aqua,MODIS,63,6.03,290.1,8.7,D,0
-37.1578,149.3055,335.9,1.1,1.1,2020-05-13,0352,Aqua,MODIS,82,6.03,285.3,43.1,D,0
-37.1608,149.2801,333.2,1.1,1.1,2020-05-13,0352,Aqua,MODIS,85,6.03,283.4,39.8,D,0
-37.1481,149.3036,313.6,1.1,1.1,2020-05-13,0352,Aqua,MODIS,44,6.03,278.8,14.8,D,0
-37.1593,149.2928,339.9,1.1,1.1,2020-05-13,0352,Aqua,MODIS,90,6.03,285.5,50.8,D,0
-37.8342,141.4233,308.3,1.2,1.1,2020-05-13,1317,Terra,MODIS,74,6.03,277.5,16.1,N,0
-34.0805,141.9674,300.6,1.5,1.2,2020-05-14,0020,Terra,MODIS,39,6.03,285.5,7.2,D,0
-37.3634,142.1206,303.9,1.3,1.1,2020-05-14,0021,Terra,MODIS,51,6.03,277.9,9.8,D,0
-36.2778,142.1494,374.8,1,1,2020-05-14,0435,Aqua,MODIS,100,6.03,296,136.9,D,0
-36.2796,142.138,324.8,1,1,2020-05-14,0435,Aqua,MODIS,83,6.03,292.3,22.5,D,0
-36.0003,143.5286,303.1,1.1,1.1,2020-05-14,0435,Aqua,MODIS,55,6.03,289.9,5.6,D,0
-36.0023,143.5162,304.6,1.1,1.1,2020-05-14,0435,Aqua,MODIS,59,6.03,289.9,6.6,D,0
-36.0726,142.1002,311.9,1,1,2020-05-14,0435,Aqua,MODIS,45,6.03,290.5,9,D,0
-36.0618,142.1094,309.4,1,1,2020-05-14,0435,Aqua,MODIS,68,6.03,287.9,7.4,D,0
-36.0635,142.0981,315.6,1,1,2020-05-14,0435,Aqua,MODIS,76,6.03,290,12.4,D,0
-35.7832,142.5299,307.2,1,1,2020-05-14,0435,Aqua,MODIS,65,6.03,291.3,6.9,D,0
-36.899,142.5987,305.4,1,1,2020-05-14,0435,Aqua,MODIS,56,6.03,288.2,6.2,D,0
-36.9008,142.5871,322.3,1,1,2020-05-14,0435,Aqua,MODIS,82,6.03,291.2,20.6,D,0
-36.8899,142.5964,311.7,1,1,2020-05-14,0435,Aqua,MODIS,60,6.03,287.2,10,D,0
-36.8917,142.5848,337.9,1,1,2020-05-14,0435,Aqua,MODIS,91,6.03,289.8,41,D,0
-36.2062,145.5858,305.6,1.4,1.2,2020-05-14,0435,Aqua,MODIS,62,6.03,289.3,11.1,D,0
-36.4479,142.5894,303.9,1,1,2020-05-14,0435,Aqua,MODIS,57,6.03,288.2,6,D,0
-36.4497,142.5779,306.5,1,1,2020-05-14,0435,Aqua,MODIS,64,6.03,288.9,7.7,D,0
-36.2482,142.6248,308,1,1,2020-05-14,0435,Aqua,MODIS,66,6.03,289.6,7.9,D,0
-36.2501,142.6132,312.8,1,1,2020-05-14,0435,Aqua,MODIS,73,6.03,290.2,11.6,D,0
-36.2835,142.1562,361.2,1,1,2020-05-14,0435,Aqua,MODIS,100,6.03,292.2,90.5,D,0
-36.2852,142.1448,376.3,1,1,2020-05-14,0435,Aqua,MODIS,100,6.03,296.1,141.3,D,0
-35.2881,143.4794,304,1.1,1.1,2020-05-14,0436,Aqua,MODIS,58,6.03,290.4,6,D,0
-34.0827,141.9703,311.1,1,1,2020-05-14,0436,Aqua,MODIS,69,6.03,290.7,9.3,D,0
-34.0845,141.9589,308.8,1,1,2020-05-14,0436,Aqua,MODIS,65,6.03,290.9,7.6,D,0
-35.286,143.4918,303,1.1,1.1,2020-05-14,0436,Aqua,MODIS,47,6.03,290.3,5.4,D,0
-34.3544,142.9615,316.7,1.9,1.4,2020-05-15,0103,Terra,MODIS,77,6.03,291.1,36.6,D,0
-34.3524,142.9404,345.5,1.9,1.4,2020-05-15,0103,Terra,MODIS,94,6.03,291.3,136.3,D,0
-34.355,142.9336,336.1,1.9,1.4,2020-05-15,0103,Terra,MODIS,90,6.03,290.6,94.9,D,0
-37.4726,141.266,379,1.7,1.3,2020-05-15,0103,Terra,MODIS,94,6.03,290.8,315.9,D,0
-34.3569,142.9546,328.7,1.9,1.4,2020-05-15,0103,Terra,MODIS,86,6.03,292.1,69.4,D,0
-37.1044,148.6122,303.7,1.8,1.3,2020-05-15,0340,Aqua,MODIS,57,6.03,290.3,15.8,D,0
-37.3604,142.4074,324.6,4.3,1.9,2020-05-15,0340,Aqua,MODIS,72,6.03,284.4,191.7,D,0
-37.3775,142.4007,328.3,4.3,1.9,2020-05-15,0340,Aqua,MODIS,86,6.03,285.2,235.9,D,0
-37.3598,142.4,320.9,4.3,1.9,2020-05-15,0340,Aqua,MODIS,80,6.03,284.5,176.1,D,0
-34.3546,142.9364,304.8,3.8,1.8,2020-05-15,0341,Aqua,MODIS,60,6.03,290.1,40.3,D,0
-34.3656,142.9297,302.4,3.8,1.8,2020-05-15,0341,Aqua,MODIS,52,6.03,290.8,29.6,D,0
-37.1037,148.6226,304.9,1,1,2020-05-15,1305,Terra,MODIS,62,6.03,273.1,11.8,N,0
-37.1061,148.6195,304.7,1,1,2020-05-16,0008,Terra,MODIS,60,6.03,285.9,8.4,D,0
-36.8241,148.6989,306.4,1,1,2020-05-16,0008,Terra,MODIS,63,6.03,286.5,9.3,D,0
-38.4785,145.8276,307.2,1,1,2020-05-16,0422,Aqua,MODIS,65,6.03,286.8,9.5,D,0
-38.5319,143.0408,303,1,1,2020-05-16,0422,Aqua,MODIS,55,6.03,287.8,6.7,D,0
-36.0897,142.662,351.8,1,1,2020-05-16,0423,Aqua,MODIS,97,6.03,297.6,67.4,D,0
-36.0912,142.6505,359.1,1,1,2020-05-16,0423,Aqua,MODIS,99,6.03,298.1,86.1,D,0
-35.6894,145.1438,305.8,1,1,2020-05-16,0423,Aqua,MODIS,58,6.03,292.9,5,D,0
-35.6911,145.1325,308.3,1,1,2020-05-16,0423,Aqua,MODIS,66,6.03,293.4,6.7,D,0
-35.682,145.1303,304.7,1,1,2020-05-16,0423,Aqua,MODIS,25,6.03,294,4.3,D,0
-36.1665,141.5588,309.6,1.1,1.1,2020-05-16,0423,Aqua,MODIS,68,6.03,292.7,8.5,D,0
-36.0827,142.1508,306.9,1.1,1,2020-05-16,0423,Aqua,MODIS,62,6.03,295.3,5.8,D,0
-36.0842,142.139,306.8,1.1,1,2020-05-16,0423,Aqua,MODIS,62,6.03,294.9,5.6,D,0
-35.6974,142.7275,308.5,1,1,2020-05-16,0423,Aqua,MODIS,65,6.03,295.2,6.5,D,0
-35.6989,142.7161,325.6,1,1,2020-05-16,0423,Aqua,MODIS,83,6.03,296.1,22,D,0
-36.5653,141.2825,311,1.1,1.1,2020-05-16,0423,Aqua,MODIS,71,6.03,292.1,12.1,D,0
-38.248,143.6627,301.8,1,1,2020-05-16,0423,Aqua,MODIS,49,6.03,289.4,5.4,D,0
-38.1049,144.0425,302.2,1,1,2020-05-16,0423,Aqua,MODIS,34,6.03,289.3,4.7,D,0
-38.0959,144.0404,305.6,1,1,2020-05-16,0423,Aqua,MODIS,62,6.03,289.3,7,D,0
-38.0975,144.0289,304.4,1,1,2020-05-16,0423,Aqua,MODIS,59,6.03,289.1,6.2,D,0
-38.0274,144.4673,304.2,1,1,2020-05-16,0423,Aqua,MODIS,25,6.03,290.7,4.8,D,0
-38.0183,144.4652,307.2,1,1,2020-05-16,0423,Aqua,MODIS,65,6.03,290.4,6.9,D,0
-37.8737,144.0547,347.5,1,1,2020-05-16,0423,Aqua,MODIS,95,6.03,289.7,58.8,D,0
-37.8753,144.0433,343.9,1,1,2020-05-16,0423,Aqua,MODIS,93,6.03,290.6,51.9,D,0
-38.0635,142.4812,312.2,1.1,1,2020-05-16,0423,Aqua,MODIS,72,6.03,288.7,13.6,D,0
-37.1108,148.6294,309,1.3,1.1,2020-05-16,0423,Aqua,MODIS,52,6.03,291.9,12.2,D,0
-37.1135,148.6143,311,1.3,1.1,2020-05-16,0423,Aqua,MODIS,58,6.03,293.5,14.4,D,0
-37.1006,148.6268,305.2,1.3,1.1,2020-05-16,0423,Aqua,MODIS,30,6.03,290,8.7,D,0
-37.1033,148.6118,315.1,1.3,1.1,2020-05-16,0423,Aqua,MODIS,75,6.03,293.7,19.1,D,0
-36.9316,149.2789,302.3,1.4,1.2,2020-05-16,0423,Aqua,MODIS,44,6.03,290.3,7.3,D,0
-36.9345,149.2634,306.4,1.4,1.2,2020-05-16,0423,Aqua,MODIS,63,6.03,289.1,10.8,D,0
-37.9259,141.8741,303.9,1.1,1.1,2020-05-16,0423,Aqua,MODIS,57,6.03,288.3,7.9,D,0
-37.8275,142.5972,303.1,1.1,1,2020-05-16,0423,Aqua,MODIS,55,6.03,288.2,6.4,D,0
-37.829,142.5851,310.2,1.1,1,2020-05-16,0423,Aqua,MODIS,70,6.03,289.2,11.5,D,0
-37.8616,141.817,304.4,1.1,1.1,2020-05-16,0423,Aqua,MODIS,59,6.03,288,8.5,D,0
-37.8111,141.8795,301.3,1.1,1.1,2020-05-16,0423,Aqua,MODIS,46,6.03,287.2,6.2,D,0
-37.6783,142.4048,324,1.1,1,2020-05-16,0423,Aqua,MODIS,83,6.03,289,24.3,D,0
-37.5427,143.0481,310.2,1,1,2020-05-16,0423,Aqua,MODIS,70,6.03,288,11.3,D,0
-37.4885,143.3841,302.9,1,1,2020-05-16,0423,Aqua,MODIS,54,6.03,288.4,6.3,D,0
-37.483,143.1439,341.3,1,1,2020-05-16,0423,Aqua,MODIS,92,6.03,290.5,46.5,D,0
-37.532,142.7663,350.5,1,1,2020-05-16,0423,Aqua,MODIS,96,6.03,292.7,66.7,D,0
-37.475,143.1475,317.1,1,1,2020-05-16,0423,Aqua,MODIS,77,6.03,288,16.7,D,0
-37.4765,143.1358,320.8,1,1,2020-05-16,0423,Aqua,MODIS,80,6.03,288.7,20.3,D,0
-37.5248,142.7703,324.9,1,1,2020-05-16,0423,Aqua,MODIS,83,6.03,289.8,25.2,D,0
-37.5264,142.7583,319.2,1,1,2020-05-16,0423,Aqua,MODIS,79,6.03,289.8,18.9,D,0
-37.3001,142.7971,308.8,1,1,2020-05-16,0423,Aqua,MODIS,68,6.03,289.1,9.2,D,0
-37.2909,142.7951,318,1,1,2020-05-16,0423,Aqua,MODIS,78,6.03,289.3,17.4,D,0
-37.3773,141.4497,301.6,1.2,1.1,2020-05-16,0423,Aqua,MODIS,48,6.03,288,6.5,D,0
-37.3789,141.4366,318.4,1.2,1.1,2020-05-16,0423,Aqua,MODIS,78,6.03,289.2,21.3,D,0
-36.456,144.3313,303.2,1,1,2020-05-16,0423,Aqua,MODIS,55,6.03,291.8,4.5,D,0
-36.5638,141.2954,313.7,1.1,1.1,2020-05-16,0423,Aqua,MODIS,74,6.03,291,14.3,D,0
-36.3986,142.3953,350.1,1.1,1,2020-05-16,0423,Aqua,MODIS,96,6.03,295.9,65.1,D,0
-36.4001,142.3836,309.9,1.1,1,2020-05-16,0423,Aqua,MODIS,64,6.03,296.4,7.7,D,0
-36.3893,142.3935,313.2,1.1,1,2020-05-16,0423,Aqua,MODIS,73,6.03,293.2,10.4,D,0
-36.5327,141.0447,307,1.2,1.1,2020-05-16,0423,Aqua,MODIS,65,6.03,290.4,9.5,D,0
-36.5359,141.0183,333.3,1.2,1.1,2020-05-16,0423,Aqua,MODIS,88,6.03,291.6,41.6,D,0
-36.5374,141.0051,311.8,1.2,1.1,2020-05-16,0423,Aqua,MODIS,72,6.03,290.5,13.3,D,0
-36.5276,141.0034,304.2,1.2,1.1,2020-05-16,0423,Aqua,MODIS,27,6.03,290.4,6.6,D,0
-36.3574,141.4919,309.6,1.1,1.1,2020-05-16,0423,Aqua,MODIS,68,6.03,292.3,9.3,D,0
-36.0083,143.4716,303.8,1,1,2020-05-16,0423,Aqua,MODIS,10,6.03,292.1,3.3,D,0
-35.9977,143.4808,346.1,1,1,2020-05-16,0423,Aqua,MODIS,94,6.03,295.3,52.2,D,0
-35.9992,143.4696,327.9,1,1,2020-05-16,0423,Aqua,MODIS,85,6.03,294.7,23.9,D,0
-35.9886,143.4789,351.9,1,1,2020-05-16,0423,Aqua,MODIS,97,6.03,296.4,64.8,D,0
-35.9902,143.4677,316.1,1,1,2020-05-16,0423,Aqua,MODIS,76,6.03,294.5,12.1,D,0
-36.0989,142.6639,344.5,1,1,2020-05-16,0423,Aqua,MODIS,94,6.03,296.6,51.9,D,0
-36.1004,142.6524,342,1,1,2020-05-16,0423,Aqua,MODIS,92,6.03,296.5,47.2,D,0
-34.3722,142.6063,314.9,1.2,1.1,2020-05-17,0050,Terra,MODIS,75,6.03,292.5,15.9,D,0
-34.3738,142.6197,311,1.2,1.1,2020-05-17,0050,Terra,MODIS,71,6.03,292.5,11.9,D,0
-34.4627,142.5989,308.8,1.2,1.1,2020-05-17,0050,Terra,MODIS,67,6.03,292.4,9.4,D,0
-37.4574,143.6261,327.6,1.5,1.2,2020-05-17,0051,Terra,MODIS,70,6.03,287.2,48.6,D,0
-35.7024,142.7892,307.9,1.3,1.1,2020-05-17,0051,Terra,MODIS,66,6.03,289.5,10.8,D,0
-35.7111,142.7965,304.7,1.3,1.1,2020-05-17,0051,Terra,MODIS,36,6.03,289.6,7.7,D,0
-37.4557,143.609,307.1,1.5,1.2,2020-05-17,0051,Terra,MODIS,61,6.03,286.7,15.2,D,0
